 17 18 17 18     -.166266E+01
 17 18 17 29     0.528937E-01
 17 18 18 17     0.166266E+01
 17 18 29 17     -.528937E-01
 17 29 17 18     0.528937E-01
 17 29 17 29     -.174200E+01
 17 29 18 17     -.528937E-01
 17 29 29 17     0.174200E+01
 18 17 17 18     0.166266E+01
 18 17 17 29     -.528937E-01
 18 17 18 17     -.166266E+01
 18 17 29 17     0.528937E-01
 29 17 17 18     -.528937E-01
 29 17 17 29     0.174200E+01
 29 17 18 17     0.528937E-01
 29 17 29 17     -.174200E+01
  1 17  1 17     0.000000E+00
  1 17 17  1     0.000000E+00
  1 17 17 19     0.000000E+00
  1 17 17 30     0.000000E+00
  1 17 17 37     0.000000E+00
  1 17 18 29     0.000000E+00
  1 17 19 17     0.000000E+00
  1 17 29 18     0.000000E+00
  1 17 30 17     0.000000E+00
  1 17 37 17     0.000000E+00
 17  1  1 17     0.000000E+00
 17  1 17  1     0.000000E+00
 17  1 17 19     0.000000E+00
 17  1 17 30     0.000000E+00
 17  1 17 37     0.000000E+00
 17  1 18 29     0.000000E+00
 17  1 19 17     0.000000E+00
 17  1 29 18     0.000000E+00
 17  1 30 17     0.000000E+00
 17  1 37 17     0.000000E+00
 17 19  1 17     0.000000E+00
 17 19 17  1     0.000000E+00
 17 19 17 19     -.166266E+01
 17 19 17 30     0.323906E-01
 17 19 17 37     0.000000E+00
 17 19 18 29     0.418161E-01
 17 19 19 17     0.166266E+01
 17 19 29 18     -.418161E-01
 17 19 30 17     -.323906E-01
 17 19 37 17     0.000000E+00
 17 30  1 17     0.000000E+00
 17 30 17  1     0.000000E+00
 17 30 17 19     0.323906E-01
 17 30 17 30     -.898663E+00
 17 30 17 37     -.359372E+00
 17 30 18 29     -.653246E+00
 17 30 19 17     -.323906E-01
 17 30 29 18     0.653246E+00
 17 30 30 17     0.898663E+00
 17 30 37 17     0.359372E+00
 17 37  1 17     0.000000E+00
 17 37 17  1     0.000000E+00
 17 37 17 19     0.000000E+00
 17 37 17 30     -.359372E+00
 17 37 17 37     -.145441E+01
 17 37 18 29     0.278368E+00
 17 37 19 17     0.000000E+00
 17 37 29 18     -.278368E+00
 17 37 30 17     0.359372E+00
 17 37 37 17     0.145441E+01
 18 29  1 17     0.000000E+00
 18 29 17  1     0.000000E+00
 18 29 17 19     0.418161E-01
 18 29 17 30     -.653246E+00
 18 29 17 37     0.278368E+00
 18 29 18 29     -.123600E+01
 18 29 19 17     -.418161E-01
 18 29 29 18     0.123600E+01
 18 29 30 17     0.653246E+00
 18 29 37 17     -.278368E+00
 19 17  1 17     0.000000E+00
 19 17 17  1     0.000000E+00
 19 17 17 19     0.166266E+01
 19 17 17 30     -.323906E-01
 19 17 17 37     0.000000E+00
 19 17 18 29     -.418161E-01
 19 17 19 17     -.166266E+01
 19 17 29 18     0.418161E-01
 19 17 30 17     0.323906E-01
 19 17 37 17     0.000000E+00
 29 18  1 17     0.000000E+00
 29 18 17  1     0.000000E+00
 29 18 17 19     -.418161E-01
 29 18 17 30     0.653246E+00
 29 18 17 37     -.278368E+00
 29 18 18 29     0.123600E+01
 29 18 19 17     0.418161E-01
 29 18 29 18     -.123600E+01
 29 18 30 17     -.653246E+00
 29 18 37 17     0.278368E+00
 30 17  1 17     0.000000E+00
 30 17 17  1     0.000000E+00
 30 17 17 19     -.323906E-01
 30 17 17 30     0.898663E+00
 30 17 17 37     0.359372E+00
 30 17 18 29     0.653246E+00
 30 17 19 17     0.323906E-01
 30 17 29 18     -.653246E+00
 30 17 30 17     -.898663E+00
 30 17 37 17     -.359372E+00
 37 17  1 17     0.000000E+00
 37 17 17  1     0.000000E+00
 37 17 17 19     0.000000E+00
 37 17 17 30     0.359372E+00
 37 17 17 37     0.145441E+01
 37 17 18 29     -.278368E+00
 37 17 19 17     0.000000E+00
 37 17 29 18     0.278368E+00
 37 17 30 17     -.359372E+00
 37 17 37 17     -.145441E+01
  1 18  1 18     -.672813E+00
  1 18  1 29     -.814908E+00
  1 18  2 17     0.150446E+01
  1 18  5  6     -.116618E+01
  1 18  5 13     -.243096E-01
  1 18  6  5     0.116618E+01
  1 18 13  5     0.243096E-01
  1 18 17  2     -.150446E+01
  1 18 17 20     0.310309E+00
  1 18 17 31     0.996676E-01
  1 18 17 38     -.210757E+00
  1 18 18  1     0.672813E+00
  1 18 18 19     -.416324E+00
  1 18 18 30     -.891454E-01
  1 18 18 37     0.942535E-01
  1 18 19 18     0.416324E+00
  1 18 19 29     0.545902E-01
  1 18 20 17     -.310309E+00
  1 18 29  1     0.814908E+00
  1 18 29 19     -.545902E-01
  1 18 29 30     0.808176E-01
  1 18 29 37     0.341043E+00
  1 18 30 18     0.891454E-01
  1 18 30 29     -.808176E-01
  1 18 31 17     -.996676E-01
  1 18 37 18     -.942535E-01
  1 18 37 29     -.341043E+00
  1 18 38 17     0.210757E+00
  1 29  1 18     -.814908E+00
  1 29  1 29     -.485179E+01
  1 29  2 17     0.182219E+01
  1 29  5  6     -.161221E+01
  1 29  5 13     -.274062E+01
  1 29  6  5     0.161221E+01
  1 29 13  5     0.274062E+01
  1 29 17  2     -.182219E+01
  1 29 17 20     0.244134E+00
  1 29 17 31     0.859766E+00
  1 29 17 38     -.762595E+00
  1 29 18  1     0.814908E+00
  1 29 18 19     -.327541E+00
  1 29 18 30     -.768999E+00
  1 29 18 37     0.341043E+00
  1 29 19 18     0.327541E+00
  1 29 19 29     0.470913E+00
  1 29 20 17     -.244134E+00
  1 29 29  1     0.485179E+01
  1 29 29 19     -.470913E+00
  1 29 29 30     -.635279E+00
  1 29 29 37     0.906564E+00
  1 29 30 18     0.768999E+00
  1 29 30 29     0.635279E+00
  1 29 31 17     -.859766E+00
  1 29 37 18     -.341043E+00
  1 29 37 29     -.906564E+00
  1 29 38 17     0.762595E+00
  2 17  1 18     0.150446E+01
  2 17  1 29     0.182219E+01
  2 17  2 17     -.336407E+01
  2 17  5  6     0.260766E+01
  2 17  5 13     0.543578E-01
  2 17  6  5     -.260766E+01
  2 17 13  5     -.543578E-01
  2 17 17  2     0.336407E+01
  2 17 17 20     -.693873E+00
  2 17 17 31     -.222864E+00
  2 17 17 38     0.471268E+00
  2 17 18  1     -.150446E+01
  2 17 18 19     0.930928E+00
  2 17 18 30     0.199335E+00
  2 17 18 37     -.210757E+00
  2 17 19 18     -.930928E+00
  2 17 19 29     -.122067E+00
  2 17 20 17     0.693873E+00
  2 17 29  1     -.182219E+01
  2 17 29 19     0.122067E+00
  2 17 29 30     -.180714E+00
  2 17 29 37     -.762595E+00
  2 17 30 18     -.199335E+00
  2 17 30 29     0.180714E+00
  2 17 31 17     0.222864E+00
  2 17 37 18     0.210757E+00
  2 17 37 29     0.762595E+00
  2 17 38 17     -.471268E+00
  5  6  1 18     -.116618E+01
  5  6  1 29     -.161221E+01
