#           e_ph h_n h_lh_2j p_n p_lp_2j
#      0+
   27.6747750993   0   0   1   1   0   1
   49.9703588767   0   0   1   2   0   1
   24.7681060308   0   1   3   1   1   3
   24.7681060308   0   1   1   1   1   1

#      1+
   27.6747750993   0   0   1   1   0   1
   28.0318462567   0   0   1   0   2   3
   49.9703588767   0   0   1   2   0   1
   50.3440049046   0   0   1   1   2   3
   24.7681060308   0   1   3   1   1   3
   24.7681060308   0   1   3   1   1   1
   25.6261447772   0   1   3   0   3   5
   24.7681060308   0   1   1   1   1   3
   24.7681060308   0   1   1   1   1   1

#      2+
   28.0318462567   0   0   1   0   2   3
   28.0318462567   0   0   1   0   2   5
   50.3440049046   0   0   1   1   2   5
   50.3440049046   0   0   1   1   2   3
   24.7681060308   0   1   3   1   1   3
   24.7681060308   0   1   3   1   1   1
   25.6261447772   0   1   3   0   3   7
   25.6261447772   0   1   3   0   3   5
   24.7681060308   0   1   1   1   1   3
   25.6261447772   0   1   1   0   3   5

#      3+
   28.0318462567   0   0   1   0   2   5
   50.3440049046   0   0   1   1   2   5
   51.3688510406   0   0   1   0   4   7
   24.7681060308   0   1   3   1   1   3
   25.6261447772   0   1   3   0   3   7
   25.6261447772   0   1   3   0   3   5
   25.6261447772   0   1   1   0   3   7
   25.6261447772   0   1   1   0   3   5

#      4+
   51.3688510406   0   0   1   0   4   9
   51.3688510406   0   0   1   0   4   7
   25.6261447772   0   1   3   0   3   7
   25.6261447772   0   1   3   0   3   5
   25.6261447772   0   1   1   0   3   7

#      5+
   51.3688510406   0   0   1   0   4   9
   25.6261447772   0   1   3   0   3   7

#      6+

#      0-
   39.4042373493   0   0   1   1   1   1
   13.3957149382   0   1   3   0   2   3
   35.7078735860   0   1   3   1   2   3
   13.0386437808   0   1   1   1   0   1
   35.3342275581   0   1   1   2   0   1

#      1-
   39.4042373493   0   0   1   1   1   3
   39.4042373493   0   0   1   1   1   1
   13.0386437808   0   1   3   1   0   1
   13.3957149382   0   1   3   0   2   3
   13.3957149382   0   1   3   0   2   5
   35.3342275581   0   1   3   2   0   1
   35.7078735860   0   1   3   1   2   5
   35.7078735860   0   1   3   1   2   3
   13.0386437808   0   1   1   1   0   1
   13.3957149382   0   1   1   0   2   3
   35.3342275581   0   1   1   2   0   1
   35.7078735860   0   1   1   1   2   3

#      2-
   39.4042373493   0   0   1   1   1   3
   40.2622760958   0   0   1   0   3   5
   13.0386437808   0   1   3   1   0   1
   13.3957149382   0   1   3   0   2   3
   13.3957149382   0   1   3   0   2   5
   35.3342275581   0   1   3   2   0   1
   35.7078735860   0   1   3   1   2   5
   35.7078735860   0   1   3   1   2   3
   36.7327197220   0   1   3   0   4   7
   13.3957149382   0   1   1   0   2   3
   13.3957149382   0   1   1   0   2   5
   35.7078735860   0   1   1   1   2   5
   35.7078735860   0   1   1   1   2   3

#      3-
   40.2622760958   0   0   1   0   3   7
   40.2622760958   0   0   1   0   3   5
   13.3957149382   0   1   3   0   2   3
   13.3957149382   0   1   3   0   2   5
   35.7078735860   0   1   3   1   2   5
   35.7078735860   0   1   3   1   2   3
   36.7327197220   0   1   3   0   4   9
   36.7327197220   0   1   3   0   4   7
   13.3957149382   0   1   1   0   2   5
   35.7078735860   0   1   1   1   2   5
   36.7327197220   0   1   1   0   4   7

#      4-
   40.2622760958   0   0   1   0   3   7
   13.3957149382   0   1   3   0   2   5
   35.7078735860   0   1   3   1   2   5
   36.7327197220   0   1   3   0   4   9
   36.7327197220   0   1   3   0   4   7
   36.7327197220   0   1   1   0   4   9
   36.7327197220   0   1   1   0   4   7

#      5-
   36.7327197220   0   1   3   0   4   9
   36.7327197220   0   1   3   0   4   7
   36.7327197220   0   1   1   0   4   9

#      6-
   36.7327197220   0   1   3   0   4   9

