Legend:              n   l   2j 2mj 2tz   
Orbit number:  1     0   0   1  -1  -1
Orbit number:  2     0   0   1   1  -1
Orbit number:  3     0   0   1  -1   1
Orbit number:  4     0   0   1   1   1
Orbit number:  5     0   1   3  -3  -1
Orbit number:  6     0   1   3  -1  -1
Orbit number:  7     0   1   3   1  -1
Orbit number:  8     0   1   3   3  -1
Orbit number:  9     0   1   3  -3   1
Orbit number: 10     0   1   3  -1   1
Orbit number: 11     0   1   3   1   1
Orbit number: 12     0   1   3   3   1
Orbit number: 13     0   1   1  -1  -1
Orbit number: 14     0   1   1   1  -1
Orbit number: 15     0   1   1  -1   1
Orbit number: 16     0   1   1   1   1
Orbit number: 17     0   2   5  -5  -1
Orbit number: 18     0   2   5  -3  -1
Orbit number: 19     0   2   5  -1  -1
Orbit number: 20     0   2   5   1  -1
Orbit number: 21     0   2   5   3  -1
Orbit number: 22     0   2   5   5  -1
Orbit number: 23     0   2   5  -5   1
Orbit number: 24     0   2   5  -3   1
Orbit number: 25     0   2   5  -1   1
Orbit number: 26     0   2   5   1   1
Orbit number: 27     0   2   5   3   1
Orbit number: 28     0   2   5   5   1
Orbit number: 29     0   2   3  -3  -1
Orbit number: 30     0   2   3  -1  -1
Orbit number: 31     0   2   3   1  -1
Orbit number: 32     0   2   3   3  -1
Orbit number: 33     0   2   3  -3   1
Orbit number: 34     0   2   3  -1   1
Orbit number: 35     0   2   3   1   1
Orbit number: 36     0   2   3   3   1
Orbit number: 37     1   0   1  -1  -1
Orbit number: 38     1   0   1   1  -1
Orbit number: 39     1   0   1  -1   1
Orbit number: 40     1   0   1   1   1
Orbit number: 41     1   1   3  -3  -1
Orbit number: 42     1   1   3  -1  -1
Orbit number: 43     1   1   3   1  -1
Orbit number: 44     1   1   3   3  -1
Orbit number: 45     1   1   3  -3   1
Orbit number: 46     1   1   3  -1   1
Orbit number: 47     1   1   3   1   1
Orbit number: 48     1   1   3   3   1
Orbit number: 49     1   1   1  -1  -1
Orbit number: 50     1   1   1   1  -1
Orbit number: 51     1   1   1  -1   1
Orbit number: 52     1   1   1   1   1
Orbit number: 53     1   2   5  -5  -1
Orbit number: 54     1   2   5  -3  -1
Orbit number: 55     1   2   5  -1  -1
Orbit number: 56     1   2   5   1  -1
Orbit number: 57     1   2   5   3  -1
Orbit number: 58     1   2   5   5  -1
Orbit number: 59     1   2   5  -5   1
Orbit number: 60     1   2   5  -3   1
Orbit number: 61     1   2   5  -1   1
Orbit number: 62     1   2   5   1   1
Orbit number: 63     1   2   5   3   1
Orbit number: 64     1   2   5   5   1
Orbit number: 65     1   2   3  -3  -1
Orbit number: 66     1   2   3  -1  -1
Orbit number: 67     1   2   3   1  -1
Orbit number: 68     1   2   3   3  -1
Orbit number: 69     1   2   3  -3   1
Orbit number: 70     1   2   3  -1   1
Orbit number: 71     1   2   3   1   1
Orbit number: 72     1   2   3   3   1
Orbit number: 73     2   0   1  -1  -1
Orbit number: 74     2   0   1   1  -1
Orbit number: 75     2   0   1  -1   1
Orbit number: 76     2   0   1   1   1
Orbit number: 77     2   1   3  -3  -1
Orbit number: 78     2   1   3  -1  -1
Orbit number: 79     2   1   3   1  -1
Orbit number: 80     2   1   3   3  -1
Orbit number: 81     2   1   3  -3   1
Orbit number: 82     2   1   3  -1   1
Orbit number: 83     2   1   3   1   1
Orbit number: 84     2   1   3   3   1
Orbit number: 85     2   1   1  -1  -1
Orbit number: 86     2   1   1   1  -1
Orbit number: 87     2   1   1  -1   1
Orbit number: 88     2   1   1   1   1
Orbit number: 89     2   2   5  -5  -1
Orbit number: 90     2   2   5  -3  -1
Orbit number: 91     2   2   5  -1  -1
Orbit number: 92     2   2   5   1  -1
Orbit number: 93     2   2   5   3  -1
Orbit number: 94     2   2   5   5  -1
Orbit number: 95     2   2   5  -5   1
Orbit number: 96     2   2   5  -3   1
Orbit number: 97     2   2   5  -1   1
Orbit number: 98     2   2   5   1   1
Orbit number: 99     2   2   5   3   1
Orbit number: 100     2   2   5   5   1
Orbit number: 101     2   2   3  -3  -1
Orbit number: 102     2   2   3  -1  -1
Orbit number: 103     2   2   3   1  -1
Orbit number: 104     2   2   3   3  -1
Orbit number: 105     2   2   3  -3   1
Orbit number: 106     2   2   3  -1   1
Orbit number: 107     2   2   3   1   1
Orbit number: 108     2   2   3   3   1
