  -1   0   0   1   1   1   1          -.447345E+01     0.000000E+00     0.150000E+01     0.000000E+00
  -1   0   0   1   1   1   3          -.261079E+01     0.000000E+00     -.866025E+00     -.555112E-16
  -1   0   0   1   1   1   5          -.918188E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   1   7          -.273532E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   1   9          -.563374E-01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   3   3          -.118538E+01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   3   5          -.723696E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   3   7          -.195158E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   5   5          -.199978E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   3   1   3          -.382951E+01     -.444089E-15     0.250000E+01     -.222045E-15
  -1   0   0   1   3   1   5          -.227336E+01     0.000000E+00     -.111803E+01     -.555112E-16
  -1   0   0   1   3   1   7          -.104557E+01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   3   1   9          -.378958E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   3   3   3          -.119437E+01     0.000000E+00     -.866025E+00     -.166533E-15
  -1   0   0   1   3   3   5          -.103497E+01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   3   3   7          -.539086E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   3   5   5          -.288143E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   5   1   5          -.222794E+01     -.444089E-15     0.350000E+01     -.222045E-15
  -1   0   0   1   5   1   7          -.154155E+01     0.000000E+00     -.162019E+01     -.555112E-16
  -1   0   0   1   5   1   9          -.842227E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   5   3   3          -.121219E+01     -.444089E-15     -.442275E-07     -.222045E-15
  -1   0   0   1   5   3   5          -.906541E+00     0.000000E+00     -.612372E+00     -.444089E-15
  -1   0   0   1   5   3   7          -.565450E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   5   5   5          -.265717E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   7   1   7          -.153463E+01     -.111022E-15     0.450000E+01     -.555112E-16
  -1   0   0   1   7   1   9          -.117047E+01     0.000000E+00     -.212132E+01     0.555112E-15
  -1   0   0   1   7   3   3          -.883614E+00     0.000000E+00     0.347601E-07     -.555112E-15
  -1   0   0   1   7   3   5          -.890654E+00     -.222045E-14     -.582682E-07     -.111022E-14
  -1   0   0   1   7   3   7          -.536189E+00     0.000000E+00     -.612372E+00     0.444089E-15
  -1   0   0   1   7   5   5          -.232875E+00     0.000000E+00     0.327467E-07     -.777156E-15
  -1   0   0   1   9   1   9          -.119505E+01     0.210942E-14     0.550000E+01     0.105471E-14
  -1   0   0   1   9   3   3          -.472426E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   9   3   5          -.700460E+00     0.000000E+00     0.451348E-07     0.555112E-16
  -1   0   0   1   9   3   7          -.516249E+00     0.177636E-14     -.399619E-07     0.888178E-15
  -1   0   0   1   9   5   5          -.233285E+00     -.555112E-15     -.545984E-07     -.277556E-15
  -1   0   0   3   3   3   3          -.158952E+01     -.222045E-15     0.350000E+01     -.111022E-15
  -1   0   0   3   3   3   5          -.103726E+01     0.000000E+00     -.158114E+01     0.277556E-15
  -1   0   0   3   3   3   7          -.377976E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   3   3   5   5          -.589632E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   3   5   3   5          -.181271E+01     0.555112E-15     0.450000E+01     0.277556E-15
  -1   0   0   3   5   3   7          -.101799E+01     0.000000E+00     -.162019E+01     -.777156E-15
  -1   0   0   3   5   5   5          -.668505E+00     0.000000E+00     -.158114E+01     0.222045E-15
  -1   0   0   3   7   3   7          -.114746E+01     -.333067E-15     0.550000E+01     -.166533E-15
  -1   0   0   3   7   5   5          -.718777E+00     -.199840E-14     0.525373E-08     -.999201E-15
  -1   0   0   5   5   5   5          -.889078E+00     -.666134E-15     0.550000E+01     -.333067E-15
  -1   0   2   1   3   1   3          -.288071E+01     0.000000E+00     0.250000E+01     0.000000E+00
  -1   0   2   1   3   1   5          -.128910E+01     0.000000E+00     -.111803E+01     0.000000E+00
  -1   0   2   1   3   1   7          -.760548E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   2   1   3   1   9          -.277403E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   2   1   3   3   5          -.670741E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   2   1   3   3   7          -.480475E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   2   1   5   1   5          -.207002E+01     0.000000E+00     0.350000E+01     0.000000E+00
  -1   0   2   1   5   1   7          -.131883E+01     0.000000E+00     -.162019E+01     -.277556E-16
  -1   0   2   1   5   1   9          -.877547E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   2   1   5   3   5          -.221673E+00     0.000000E+00     -.612372E+00     0.000000E+00
  -1   0   2   1   5   3   7          -.409103E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   2   1   7   1   7          -.145707E+01     -.166533E-15     0.450000E+01     -.832667E-16
  -1   0   2   1   7   1   9          -.111031E+01     0.000000E+00     -.212132E+01     0.117961E-15
