0.10 -0.133394471 -0.186603828 -0.238721637 -0.298101325 -0.377278157 
0.20 -0.234848212 -0.304615678 -0.362057453 -0.414074463 -0.462762888 
0.30 -0.308540906 -0.376591674 -0.423861659 -0.459224737 -0.485314599 
0.40 -0.359607647 -0.420091091 -0.455445734 -0.478388135 -0.492965078 
0.50 -0.393233814 -0.446764346 -0.472357408 -0.487432330 -0.496143205 
0.60 -0.413555751 -0.463621969 -0.481915647 -0.492132810 -0.497673053 
0.70 -0.423171429 -0.474572636 -0.487593912 -0.494779687 -0.498493481 
0.80 -0.423394930 -0.481592361 -0.491097951 -0.496369866 -0.498970788 
0.90 -0.414766154 -0.485520288 -0.493284656 -0.497375370 -0.499266576 
1.00 -0.397446702 -0.486583303 -0.494562531 -0.498035264 -0.499459308 
1.10 -0.371439779 -0.484720066 -0.495077070 -0.498474468 -0.499590099 
1.20 -0.336692871 -0.479760395 -0.494813292 -0.498753945 -0.499681845 
1.30 -0.293140730 -0.471512507 -0.493664238 -0.498892344 -0.499747924 
1.40 -0.240721544 -0.459799335 -0.491479171 -0.498876402 -0.499796339 
1.50 -0.179381898 -0.444470009 -0.488095312 -0.498667828 -0.499831777 
1.60 -0.109077368 -0.425400620 -0.483356318 -0.498209648 -0.499856461 
1.70 -0.029771590 -0.402491048 -0.477121303 -0.497432526 -0.499870417 
1.80 0.058565051 -0.375660863 -0.469267952 -0.496260645 -0.499871394 
1.90 0.155956683 -0.344845439 -0.459692367 -0.494616602 -0.499854642 
2.00 0.262423027 -0.309992675 -0.448307379 -0.492425064 -0.499812705 
2.10 0.377980288 -0.271060348 -0.435040310 -0.489615177 -0.499735330 
2.20 0.502641854 -0.228014028 -0.419830700 -0.486121928 -0.499609509 
2.30 0.636418853 -0.180825455 -0.402628231 -0.481886716 -0.499419701 
2.40 0.779320596 -0.129471276 -0.383390940 -0.476857383 -0.499148235 
2.50 0.931354916 -0.073932063 -0.362083717 -0.470987908 -0.498775709 
2.60 1.092528443 -0.014191552 -0.338677071 -0.464237913 -0.498281567 
2.70 1.262846825 0.049763962 -0.313146125 -0.456572159 -0.497644814 
2.80 1.442314891 0.117946095 -0.285469797 -0.447959729 -0.496843183 
2.90 1.630936801 0.190364746 -0.255630140 -0.438374107 -0.495856209 
3.00 1.828716146 0.267028402 -0.223611805 -0.427791193 -0.494667510 
3.10 2.035656050 0.347944371 -0.189401606 -0.416191987 -0.493235324 
3.20 2.251759235 0.433118981 -0.152988163 -0.403556019 -0.491600470 
3.30 2.477028088 0.522557733 -0.114361615 -0.389871479 -0.489615662 
3.40 2.711464706 0.616265431 -0.073513383 -0.375121190 -0.487508272 
3.50 2.955070943 0.714246289 -0.030435968 -0.359291893 -0.484863610 
3.60 3.207848440 0.816504018 0.014877204 -0.342383548 -0.482197002 
3.70 3.469798656 0.923041894 0.062431919 -0.324368490 -0.479065562 
3.80 3.740922891 1.033862824 0.112233289 -0.305250169 -0.475334580 
3.90 4.021222310 1.148969394 0.164285845 -0.285032404 -0.472156109 
